0.001 0.0 0.3775750917701889

0.001 0.0016666666666666668 0.377616586824624

0.001 0.0033333333333333335 0.3777409983543993

0.001 0.005000000000000001 0.37794810526629175

0.001 0.006666666666666667 0.3782375384297554

0.001 0.008333333333333333 0.37860877971267903

0.001 0.010000000000000002 0.3790611606194932

0.001 0.011666666666666667 0.3795938604982925

0.001 0.013333333333333334 0.38020590424733847

0.001 0.015 0.3808961594155131

0.001 0.016666666666666666 0.3816633325973265

0.001 0.018333333333333333 0.382505965120803

0.001 0.020000000000000004 0.3834224281645906

