-11988.143490449716 1.4280562545117874e-14
-11416.97656195845 1.5734822915360904e-14
-10845.809633467186 1.7423169571816736e-14
-4572.869876745045 9.7258592741611e-14
-2651.543500953882 2.900032552807678e-13
-1748.138383860024 6.66236122580161e-13
-1219.384841147813 1.370395550209844e-12
-874.4226368115042 2.6636230420021224e-12
-635.4938969228313 5.044545526294468e-12
-464.4265742806453 9.443826076655543e-12
-341.4277555213876 1.7475613022537293e-11
-252.35964538537345 3.198809340833972e-11
-185.91200766485497 5.89484900427435e-11
-136.4297242559582 1.0948183315401476e-10
-101.08523610674624 1.994928011656433e-10
-74.22342511334514 3.7024282633072286e-10
-55.84429127575491 6.547180858664577e-10
-40.29271649010165 1.2603490433115625e-09
-30.396259808322295 2.222105824370381e-09
-21.91358265251142 4.3058822342377445e-09
-16.258464548637505 7.914301365104816e-09
-12.01712597073207 1.4785834290024782e-08
-9.189566918795112 2.602715445712888e-08
-7.775787392826633 3.7248978945458465e-08
-6.362007866858154 5.7653035117698426e-08
-4.948228340889676 1.0008295252847854e-07
-3.534448814921197 2.0521374811818104e-07
-2.120669288952718 5.124396216382157e-07
-0.7068897629842394 1.2295721291136456e-06
0.7068897629842394 1.2295721291136471e-06
2.120669288952718 5.124396216382168e-07
3.534448814921197 2.05213748118181e-07
4.948228340889676 1.0008295252847844e-07
6.362007866858154 5.765303511769759e-08
7.775787392826633 3.724897894545979e-08
9.189566918795112 2.6027154457127206e-08
12.01712597073207 1.4785834290025761e-08
16.258464548637505 7.914301365103539e-09
21.91358265251142 4.305882234238702e-09
30.396259808322295 2.2221058243694222e-09
40.29271649010165 1.2603490433122553e-09
55.84429127575491 6.547180858658478e-10
74.22342511334514 3.702428263314392e-10
101.08523610674624 1.9949280116533434e-10
136.4297242559582 1.0948183315447713e-10
185.91200766485497 5.894849004229905e-11
252.35964538537345 3.198809340865325e-11
341.4277555213876 1.747561302222144e-11
464.4265742806453 9.443826077008598e-12
635.4938969228313 5.044545525918178e-12
874.4226368115042 2.663623042576611e-12
1219.384841147813 1.3703955497000151e-12
1748.138383860024 6.662361227527727e-13
2651.543500953882 2.9000325488050065e-13
4572.869876745045 9.725859307123338e-14
10845.809633467186 1.7423169268986978e-14
11416.97656195845 1.5734822593870963e-14
11988.143490449716 1.4280562209588282e-14

-11988.143490449716 1.4280562545117874e-14
-11416.97656195845 1.5734822915360904e-14
-10845.809633467186 1.7423169571816736e-14
